Date,Open,High,Low,Close,Adj Close,Volume
2007-12-03,148.190002,148.449997,147.289993,147.679993,107.455688,146430400
2007-12-04,146.660004,147.539993,146.309998,146.360001,106.495178,136533900
2007-12-05,147.929993,149.199997,147.830002,148.809998,108.277939,171130000
2007-12-06,148.630005,151.210007,148.570007,150.940002,109.827721,154457400
2007-12-07,151.419998,151.500000,150.550003,150.910004,109.805901,148980100
2007-12-10,151.279999,152.250000,150.860001,152.080002,110.657295,123914300
2007-12-11,152.139999,152.889999,147.830002,147.910004,107.623070,250346400
2007-12-12,151.059998,151.770004,147.199997,149.369995,108.685387,322435600
2007-12-13,148.320007,149.389999,147.300003,149.059998,108.459785,237551300
2007-12-14,147.929993,149.100006,147.100006,147.169998,107.084572,159152900
2007-12-17,146.610001,146.869995,144.860001,145.070007,105.556610,177269400
2007-12-18,146.100006,146.479996,143.960007,145.880005,106.145950,245569300
2007-12-19,145.940002,146.889999,144.940002,145.880005,106.145950,198917200
2007-12-20,146.839996,146.860001,145.179993,146.800003,106.815353,214813800
2007-12-21,147.369995,148.419998,147.089996,148.130005,108.355133,146084400
2007-12-24,148.820007,149.479996,148.479996,149.229996,109.159767,45601400
2007-12-26,148.649994,149.679993,148.500000,149.550003,109.393867,67093100
2007-12-27,149.020004,149.029999,147.320007,147.669998,108.018654,122981700
2007-12-28,148.539993,148.610001,146.899994,147.300003,107.747963,116398100
2007-12-31,147.100006,147.610001,146.059998,146.210007,106.950676,108126800
2008-01-02,146.529999,146.990005,143.880005,144.929993,106.014336,204935600
2008-01-03,144.910004,145.490005,144.070007,144.860001,105.963173,125133300
2008-01-04,143.339996,143.440002,140.910004,141.309998,103.366402,232330900
2008-01-07,141.809998,142.229996,140.100006,141.190002,103.278656,234991000
2008-01-08,142.080002,142.899994,138.440002,138.910004,101.610870,326365700
2008-01-09,139.089996,140.789993,137.699997,140.369995,102.678802,301824900
2008-01-10,139.679993,142.800003,139.369995,141.289993,103.351776,335701200
2008-01-11,140.779999,141.899994,139.000000,140.149994,102.517853,267076600
2008-01-14,141.160004,141.860001,140.399994,141.279999,103.344452,170365500
2008-01-15,139.789993,141.490005,137.899994,138.169998,101.069534,239940100
2008-01-16,137.360001,139.119995,136.279999,136.979996,100.199059,378802600
2008-01-17,137.809998,137.880005,132.929993,133.429993,97.602264,397892600
2008-01-18,134.740005,135.020004,131.100006,132.059998,96.600166,348561500
2008-01-22,127.209999,132.429993,126.000000,130.720001,95.619957,435923700
2008-01-23,127.089996,134.190002,126.839996,133.860001,97.916832,511913000
2008-01-24,134.479996,135.460007,133.309998,134.990005,98.743416,259949300
2008-01-25,136.509995,136.759995,132.600006,133.039993,97.316986,269603900
2008-01-28,133.259995,135.520004,132.059998,135.240005,98.926292,217934600
2008-01-29,136.100006,136.449997,134.880005,135.910004,99.416374,168968300
2008-01-30,135.580002,138.539993,134.600006,134.910004,98.684860,334939200
2008-01-31,133.399994,138.539993,133.199997,137.369995,100.484367,343680800
2008-02-01,137.940002,139.610001,137.520004,139.580002,102.100922,206843600
2008-02-04,139.210007,139.300003,137.639999,137.820007,100.813492,124694300
2008-02-05,135.940002,136.250000,133.669998,134.130005,98.114319,286882500
2008-02-06,134.580002,135.250000,132.410004,133.050003,97.324303,250792900
2008-02-07,131.800003,134.789993,131.729996,133.929993,97.968033,297368100
2008-02-08,133.089996,134.220001,132.100006,133.070007,97.338966,221643500
2008-02-11,133.100006,134.229996,132.039993,133.750000,97.836372,188576300
2008-02-12,134.910004,136.309998,133.979996,134.990005,98.743416,256654400
2008-02-13,136.009995,137.059998,135.139999,136.369995,99.752884,181967800
2008-02-14,136.949997,137.000000,134.789993,135.169998,98.875076,215207200
2008-02-15,134.500000,135.220001,133.910004,135.139999,98.853127,154110300
2008-02-19,136.720001,136.889999,134.610001,135.520004,99.131096,145190000
2008-02-20,133.990005,136.550003,133.759995,135.919998,99.423706,220085700
2008-02-21,136.660004,137.009995,134.070007,134.789993,98.597122,201051200
2008-02-22,134.970001,135.850006,132.860001,135.619995,99.204224,205491000
2008-02-25,135.539993,137.649994,134.779999,137.330002,100.455093,190107000
2008-02-26,136.750000,138.949997,136.500000,138.360001,101.208534,212420700
2008-02-27,137.559998,139.139999,137.410004,138.220001,101.106117,168395800
2008-02-28,137.240005,137.960007,136.550003,136.869995,100.118591,170831100
2008-02-29,135.600006,135.679993,132.779999,133.820007,97.887589,252715200
2008-03-03,133.139999,133.809998,132.240005,133.500000,97.653503,189483500
2008-03-04,132.229996,133.399994,130.990005,132.990005,97.280441,282513100
2008-03-05,133.419998,134.770004,132.339996,133.830002,97.894875,270681400
2008-03-06,132.979996,133.220001,130.550003,131.059998,95.868683,247911700
2008-03-07,129.770004,131.740005,128.580002,129.710007,94.881165,326434600
2008-03-10,129.839996,129.929993,127.589996,128.000000,93.630302,235683600
2008-03-11,130.720001,132.720001,128.949997,132.600006,96.995216,341440600
2008-03-12,132.740005,133.770004,131.160004,131.360001,96.088097,229161100
2008-03-13,129.610001,132.639999,128.600006,131.649994,96.300232,351504200
2008-03-14,132.770004,132.809998,127.779999,129.610001,94.808022,484687800
2008-03-17,126.570000,129.259995,126.070000,128.300003,93.849777,405311100
